,STATE,STATEABBRV,COUNTY,POPULATION,RISK_VALUE,RISK_SCORE,RISK_RATNG,RISK_SPCTL,RESL_VALUE,RESL_SCORE,RESL_RATNG,RESL_SPCTL,COUNTY_Name,Access to Exercise Opportunities,Food Environment Index,Primary Care Physicians,Air Pollution: Particulate Matter,Broadband Access,Life Expectancy,Traffic Volume,Homeownership,Access to Parks,Average Temperature F,Maximum Temperature F,Minimum Temperature F,Precipitation_inches,median_sale_price,median_list_price,median_ppsf,homes_sold,new_listings,inventory,months_of_supply,median_dom_months,Unemployment_Rate,crime_rate_per_100000,Family,Monthly_Housing,Monthly_Food,Monthly_Transportation,Monthly_Healthcare,Monthly_Other Necessities ,Monthly_Childcare,Monthly_Taxes,Monthly_Total,ranking_score,RISK_RATNG_score,RESL_RATNG_score,rank
1377,MINNESOTA,MN,NICOLLET,0.00343546,0.998764484,0.478994271,Relatively Low,0.334650856,0.938137881,0.996800003,Very High,0.988460315,NICOLLET,0.841034423,0.84,0.145504403,0.857142857,0.758825853,0.668069962,0.966200882,0.741903375,0.066407384,0.513422819,0.513888889,0.472881356,0.146939771,0.06039984,0.051791281,0.020054874,0.003797491,0.003225153,0.002753788,0.96969697,0.97626753,0.888235294,0.946522543,2p1c,0.873274382,0.707364266,0.326840223,0.785230677,0.822823456,0.675538264,0.815217278,0.826632389,0.600678274,1,1,442
2888,VIRGINIA,VA,HENRICO,0.033407631,0.996496359,0.213876512,Relatively Low,0.090582187,0.745691138,0.788700027,Relatively High,0.856578204,HENRICO,0.959346749,0.9,0.18075035,0.843915344,0.841831978,0.576233872,0.925172187,0.663534323,0.403894865,0.69966443,0.706790123,0.63559322,0.208875884,0.09920447,0.080987064,0.031965301,0.070910156,0.059253762,0.026515482,0.98989899,0.995900755,0.847058824,0.899129944,2p1c,0.69346705,0.755813986,0.443546755,0.899789211,0.672775227,0.681971352,0.747526532,0.760225897,0.600671904,1,1,443
806,IOWA,IA,BENTON,0.002547961,0.998884793,0.517186505,Relatively Low,0.425919272,0.84325392,0.966299973,Very High,0.908731585,BENTON,0.442541545,0.9,0.033524806,0.812169312,0.766769373,0.627133147,0.993860182,0.865271107,0.16285435,0.548657718,0.575617284,0.476271186,0.164691539,0.044681139,0.040874011,0.014895011,0.005217114,0.00457459,0.004516006,0.96969697,0.968932039,0.823529412,0.971174885,2p1c,0.90770792,0.808139515,0.192447843,0.840737207,0.883093146,0.783865008,0.846494852,0.884057608,0.600670496,1,1,444
2485,TENNESSEE,TN,JOHNSON,0.001785791,0.999718242,0.905155952,Very Low,0.95111296,0.466456331,0.051199999,Very Low,0.027751196,JOHNSON,1,0.71,0.056881824,0.878306878,0.603981295,0.454130253,0.999892185,0.807076072,1,0.593959732,0.614197531,0.527118644,0.267837113,0.062393686,0.068681614,0.022381439,0.002750519,0.003049727,0.004721513,0.939393939,0.945631068,0.829411765,0.71789115,2p1c,0.90799229,0.802325546,0.388663931,0.723665376,0.881686463,0.878598539,0.976953089,0.953865019,0.600665467,1,1,445
2877,VIRGINIA,VA,GALAX,,0.999357473,0.646219304,Very Low,0.496136117,0.653277812,0.509176843,Relatively Moderate,0.463578647,GALAX,0.575747987,0.85,0.076644841,0.857142857,0.665241343,0.540784812,0.990620416,0.79779504,0.155316827,0.661849607,0.671229922,0.599854201,0.200975372,0.037973807,0.037879506,0.014839197,0.001224425,0.00117401,0.001361481,0.939393939,0.944552319,0.847058824,0.935734762,,0.854815166,0.835271284,0.330256939,0.871276452,0.839869918,0.796268483,0.844233391,0.881738285,0.600663375,1,1,446
859,IOWA,IA,LUCAS,0.000855417,0.999376214,0.724697645,Very Low,0.892402284,0.7364253,0.758099976,Relatively High,0.259711742,LUCAS,0.630298819,0.75,0.177992462,0.843915344,0.563108206,0.546447332,0.998354386,0.833056675,0.449501969,0.590604027,0.608024691,0.527118644,0.166934894,0.029555148,0.02662056,0.014864166,0.001330896,0.001578841,0.002101304,0.939393939,0.962675297,0.876470588,0.811056287,2p1c,0.873867932,0.844961236,0.267798165,0.821667981,0.862792113,0.863815708,0.863497928,0.905552584,0.600663167,1,1,447
1326,MINNESOTA,MN,AITKIN,0.001560119,0.999691326,0.893380013,Very Low,0.900095407,0.834855338,0.959599991,Very High,0.63073009,AITKIN,0.486080143,0.75,0.15179706,0.912698413,0.67747398,0.594516645,0.990938654,0.875968356,0.249347009,0.434563758,0.449074074,0.386440678,0.126261887,0.067678773,0.059959832,0.026928817,0.005021915,0.004938938,0.004911606,0.95959596,0.97562028,0.735294118,0.920364503,2p1c,0.887802045,0.765503885,0.195687772,0.81288658,0.852727912,0.755599154,0.837039025,0.852936549,0.600639265,1,1,448
1410,MINNESOTA,MN,WINONA,0.004948705,0.998388797,0.396880968,Relatively Low,0.253873063,0.822930883,0.946800003,Very High,0.515333242,WINONA,0.925167603,0.9,0.062474892,0.830687831,0.824838227,0.651757627,0.959137054,0.705958904,0.74073403,0.513422819,0.520061728,0.46440678,0.184101439,0.06037989,0.048973887,0.020651203,0.007204585,0.006139937,0.003668292,0.97979798,0.991154261,0.882352941,0.953285479,2p1c,0.8676118,0.779069751,0.318667383,0.582190505,0.838207575,0.803318417,0.821921604,0.834933712,0.600535845,1,1,449
874,IOWA,IA,PALOALTO,0.000891496,0.998935463,0.533099936,Very Low,0.446201142,0.790393382,0.891800003,Very High,0.634926338,PALO ALTO,0.719097377,0.83,0.077366781,0.846560847,0.747306629,0.563863338,0.988424107,0.777483394,0.260337928,0.533557047,0.555555556,0.466101695,0.18127286,0.040184271,0.03380448,0.013106023,0.001472859,0.001430403,0.001998551,0.949494949,0.95167206,0.870588235,0.900737606,2p1c,0.90770792,0.885658931,0.273247816,0.756063091,0.905305851,0.875844648,0.881453257,0.928330046,0.600531908,1,1,450
423,GEORGIA,GA,CHATHAM,0.029329035,0.942097558,0.013367282,Relatively High,0,0.798574061,0.907699966,Very High,1,CHATHAM,0.893064807,0.75,0.159858522,0.798941799,0.835803164,0.537730408,0.931691706,0.577981109,0.29401167,0.83557047,0.816358025,0.791525424,0.261155816,0.09106614,0.076312668,0.028945467,0.08895711,0.083907968,0.077707163,0.96969697,0.971952535,0.847058824,0.780200886,2p1c,0.738589309,0.775193769,0.426799095,0.695684952,0.719466555,0.877496983,0.786717406,0.810527238,0.600526047,1,1,451
2587,TEXAS,TX,CROCKETT,0.000302129,0.999665413,0.880330999,Very Low,0.865612648,0.532392843,0.155600004,Very Low,0.355731225,CROCKETT,0.896384764,0.79,0.112292795,0.85978836,0.539263911,0.427968966,0.986978663,0.767517473,0.190818708,0.859060403,0.888888889,0.759322034,0.052816386,0.048948388,0.024220746,0.011317036,0.000141962,0.000202415,0.000133579,0.96969697,0.90377562,0.823529412,1,2p1c,0.895480025,0.903100764,0.248864986,0.616146246,0.899155457,0.881903206,0.954509811,0.91910649,0.600524243,1,1,452
2867,VIRGINIA,VA,EMPORIA,,0.999357473,0.646219304,Very Low,0.496136117,0.653277812,0.509176843,Relatively Moderate,0.463578647,EMPORIA,0.575747987,0.85,0.076644841,0.857142857,0.665241343,0.540784812,0.990620416,0.79779504,0.155316827,0.661849607,0.671229922,0.599854201,0.200975372,0.04696883,0.037852291,0.017732715,0.000408142,0.000499292,0.000708998,0.929292929,0.939374326,0.847058824,0.935734762,,0.854815166,0.835271284,0.330256939,0.871276452,0.839869918,0.796268483,0.844233391,0.881738285,0.600520781,1,1,453
879,IOWA,IA,POWESHIEK,0.00185875,0.998844504,0.506047104,Relatively Low,0.415778337,0.773954567,0.855199966,Very High,0.482812313,POWESHIEK,0.707855535,0.89,0.148289801,0.825396825,0.67974619,0.602946448,0.979845797,0.72581943,0.399206945,0.570469799,0.592592593,0.501694915,0.178883199,0.053988412,0.045806737,0.019577517,0.004223378,0.003683962,0.004238573,0.95959596,0.965695793,0.847058824,0.871336038,2p1c,0.895480025,0.835271284,0.293865618,0.839891571,0.879719362,0.857294505,0.878801561,0.924967423,0.600443489,1,1,454
1498,MISSOURI,MO,AUDRAIN,0.002483997,0.999032449,0.565245067,Very Low,0.593641519,0.72780089,0.734199982,Relatively High,0.790479464,AUDRAIN,0.737240606,0.67,0.068952502,0.828042328,0.694824169,0.494393276,0.975219188,0.746924093,0.235317683,0.639261745,0.646604938,0.581355932,0.161472812,0.037840721,0.03051146,0.01621986,0.004134651,0.003764928,0.002671585,0.96969697,0.986623517,0.823529412,0.900072998,2p1c,0.926191948,0.883720944,0.380462211,0.493643413,0.921602503,0.915494903,0.900311057,0.927604602,0.600414758,1,1,455
2413,SOUTH DAKOTA,SD,LINCOLN,0.006502228,0.995350217,0.16581795,Relatively Moderate,0.030422805,0.881569224,0.985400009,Very High,1,LINCOLN,0.922806587,0.95,0.228424082,0.862433862,0.925607248,0.740119071,0.955527307,0.739161939,0.184788447,0.531879195,0.557098765,0.462711864,0.160790051,0.089648787,0.073998327,0.026914129,0.019856973,0.018581742,0.024712162,0.949494949,0.951240561,0.923529412,0.861708834,2p1c,0.788598579,0.749999972,0.30842203,0.760553374,0.757841096,0.725042096,0.886358741,0.812911906,0.600395613,1,1,456
2918,VIRGINIA,VA,NORTON,,0.999357473,0.646219304,Very Low,0.496136117,0.653277812,0.509176843,Relatively Moderate,0.463578647,NORTON,0.575747987,0.85,0.076644841,0.857142857,0.665241343,0.540784812,0.990620416,0.79779504,0.155316827,0.661849607,0.671229922,0.599854201,0.200975372,0.034962767,0.037544634,0.010205161,0.000496868,0.000391337,0.000611382,0.949494949,0.934196332,0.847058824,0.935734762,,0.854815166,0.835271284,0.330256939,0.871276452,0.839869918,0.796268483,0.844233391,0.881738285,0.600394265,1,1,457
1844,NEW YORK,NY,CAYUGA,0.007607803,0.999313218,0.691915977,Very Low,0.809639169,0.751936639,0.806500015,Very High,0.611373199,CAYUGA,0.789305949,0.85,0.049942772,0.849206349,0.750343773,0.587023853,0.968249215,0.738430957,0.529718812,0.52852349,0.512345679,0.503389831,0.187807852,0.047080035,0.039300642,0.015705784,0.009759906,0.008433979,0.007120802,0.96969697,0.973247033,0.805882353,0.898189915,2p1c,0.880408434,0.794573664,0.348814036,0.523272446,0.854316885,0.707857853,0.799012485,0.810027826,0.60038189,1,1,458
983,KANSAS,KS,RUSSELL,0.000660927,0.999452433,0.76734564,Very Low,0.697986072,0.711475188,0.680500031,Relatively High,0.541050254,RUSSELL,0.680765207,0.74,0.077095545,0.862433862,0.741163816,0.517075056,0.99746271,0.784964836,0.197728292,0.661073826,0.716049383,0.547457627,0.096805657,0.030474137,0.024670645,0.009973092,0.000922755,0.001079549,0.001269003,0.939393939,0.967206041,0.882352941,0.810961372,2p1c,0.902020527,0.833333297,0.307232049,0.679523965,0.885127067,0.909816553,0.890299849,0.92046646,0.60036674,1,1,459
762,INDIANA,IN,MONTGOMERY,0.003783763,0.998721741,0.466581795,Relatively Low,0.360113422,0.757344006,0.819499969,Very High,0.716274274,MONTGOMERY,0.633092577,0.79,0.049781384,0.796296296,0.765619487,0.536968026,0.972470562,0.798976609,0.14917229,0.595637584,0.611111111,0.533898305,0.164935382,0.047061758,0.040259972,0.015861475,0.009227548,0.007381418,0.004356739,0.97979798,0.99180151,0.852941176,0.90745908,2p1c,0.907423551,0.912790708,0.370683379,0.825312746,0.912821008,0.828590078,0.921166891,0.95835312,0.600339218,1,1,460
2672,TEXAS,TX,KNOX,0.000328714,0.999525764,0.80872056,Very Low,0.814229249,0.584922764,0.291900005,Relatively Low,0.545454545,KNOX,0.77303907,0.72,0.051404701,0.857142857,0.758974359,0.42329313,0.998050885,0.802021639,0.190818708,0.822147651,0.853395062,0.725423729,0.13172397,0.027183538,0.021335952,0.007571618,0.000479123,0.00064773,0.001263865,0.868686869,0.914778857,0.811764706,0.924365785,2p1c,0.895480025,0.872093005,0.275025685,0.627080306,0.890270399,0.85766904,0.950478996,0.912851187,0.600288601,1,1,461
1061,KENTUCKY,KY,JESSAMINE,0.005288613,0.998706944,0.46308084,Relatively Low,0.276086957,0.687797234,0.602200012,Relatively High,0.749011858,JESSAMINE,0.90071899,0.77,0.128487774,0.812169312,0.803400617,0.539421562,0.972027749,0.711241468,0.407050254,0.676174497,0.680555556,0.620338983,0.233308949,0.089902345,0.074292377,0.024330525,0.01185385,0.010404156,0.009314584,0.96969697,0.971736785,0.811764706,0.906870407,2p1c,0.84182708,0.86821703,0.316943591,0.799559435,0.840244129,0.755621201,0.811639265,0.85633232,0.600190473,1,1,462
1325,MICHIGAN,MI,WEXFORD,0.003356904,0.999719835,0.907065563,Very Low,0.628982332,0.721594413,0.711999969,Relatively High,0.443592552,WEXFORD,0.818311407,0.72,0.147354272,0.854497354,0.736501608,0.519929406,0.983178462,0.835595954,0.43848187,0.489932886,0.512345679,0.425423729,0.158351622,0.055172801,0.045640045,0.023054146,0.007364293,0.007408407,0.007578054,0.95959596,0.968500539,0.735294118,0.851629973,2p1c,0.876995998,0.877906974,0.347670415,0.825312746,0.875084378,0.730065141,0.863223219,0.89302014,0.600168329,1,1,463
2136,OHIO,OH,WARREN,0.024206828,0.997954085,0.328134946,Relatively Low,0.148311175,0.795159915,0.901299973,Very High,0.783237513,WARREN,0.870948308,0.86,0.146718954,0.76984127,0.893923945,0.601289452,0.973485803,0.817335115,0.45078135,0.64261745,0.645061728,0.589830508,0.175957084,0.095809616,0.078805821,0.025649499,0.051461324,0.043843195,0.029079177,0.97979798,0.981661273,0.841176471,0.951640952,2p1c,0.735797628,0.823643428,0.323855069,0.789711142,0.730804273,0.582280831,0.782782666,0.74169447,0.600139755,1,1,464
335,FLORIDA,FL,BRADFORD,0.00281531,0.997747641,0.297899427,Relatively Low,0.839124535,0.582117755,0.283899994,Relatively Low,0.520500265,BRADFORD,0.610995301,0.81,0.024142562,0.822751323,0.771046821,0.50047897,0.980141306,0.727614777,0.374801258,0.879194631,0.882716049,0.806779661,0.269056328,0.066841129,0.05737653,0.023290621,0.003336113,0.003710951,0.005281518,0.939393939,0.94390507,0.835294118,0.724105537,2p1c,0.895480025,0.874031,0.380045089,0.648948662,0.890825712,0.8351806,0.962283689,0.931159733,0.600107849,1,1,465
2904,VIRGINIA,VA,MADISON,0.001376523,0.999596254,0.842457034,Very Low,0.656720854,0.689495492,0.607599983,Relatively High,0.569734613,MADISON,0.492881405,0.92,0.012355264,0.857142857,0.685307768,0.607206454,0.995161064,0.816985082,0.048709981,0.645973154,0.660493827,0.579661017,0.179809802,0.106043086,0.087589475,0.033080114,0.00278601,0.00256393,0.002250297,0.96969697,0.967421791,0.882352941,0.952514318,2p1c,0.857090123,0.862403061,0.330256939,0.854230206,0.852493571,0.683755872,0.82753247,0.86084608,0.600089392,1,1,466
771,INDIANA,IN,PIKE,0.001216813,0.999413439,0.746021642,Very Low,0.84026465,0.699194957,0.638800011,Relatively High,0.323423269,PIKE,0.455591837,0.84,0.056738196,0.806878307,0.598837579,0.503060648,0.989860266,0.877571661,0.056571429,0.66442953,0.675925926,0.598305085,0.207998049,0.045438983,0.036771344,0.015179956,0.001881,0.001673301,0.001459096,0.96969697,0.980582524,0.823529412,0.923621548,2p1c,0.907423551,0.941860472,0.316277658,0.830779747,0.921150786,0.831121215,0.918981167,0.95537303,0.600072626,1,1,467
2741,TEXAS,TX,SCHLEICHER,0.000238265,0.999628914,0.861871419,Very Low,0.85770751,0.510709892,0.111700001,Very Low,0.28458498,SCHLEICHER,0.810281518,0.76,0.072705451,0.857142857,0.469166597,0.619983901,0.988843867,0.899470836,0.190818708,0.83557047,0.867283951,0.73559322,0.081931236,0.276179343,0.059022614,0.062263525,8.87264E-05,2.69887E-05,2.56883E-05,0.98989899,0.846817691,0.811764706,0.982226195,2p1c,0.863914994,0.903100764,0.197192334,0.616146246,0.870377469,0.881903206,0.935066907,0.888901559,0.600003788,1,1,468
888,IOWA,IA,UNION,0.001205419,0.999212008,0.640038192,Very Low,0.750429193,0.741621499,0.776900024,Relatively High,0.300275482,UNION,0.830367441,0.83,0.171999136,0.843915344,0.709338811,0.536269368,0.963170909,0.740428438,0.350634371,0.582214765,0.608024691,0.506779661,0.162106803,0.030890384,0.026320344,0.014679099,0.002537576,0.002078132,0.002733237,0.939393939,0.962459547,0.841176471,0.913957439,2p1c,0.90770792,0.744186032,0.336484301,0.728727676,0.864767683,0.869984404,0.862261863,0.903991421,0.599981726,1,1,469
925,KANSAS,KS,ELLIS,0.002884871,0.999063956,0.57829408,Very Low,0.325089403,0.758435701,0.822399979,Very High,0.799209486,ELLIS,0.853390475,0.79,0.107698111,0.867724868,0.850946231,0.621951442,0.96097885,0.641085638,0.049861974,0.647651007,0.708333333,0.53220339,0.105681541,0.052985504,0.04394442,0.016097951,0.004808972,0.003980838,0.004567383,0.95959596,0.957928803,0.905882353,0.766664763,2p1c,0.8835365,0.843023241,0.351185989,0.679523965,0.871051679,0.853989858,0.875172144,0.9015525,0.599959429,1,1,470
939,KANSAS,KS,HARVEY,0.003394083,0.997735397,0.296308084,Relatively Low,0.143421796,0.841553087,0.964700012,Very High,1,HARVEY,0.735951093,0.87,0.127345072,0.828042328,0.696419997,0.536270533,0.977803902,0.713949023,0.29446861,0.677852349,0.709876543,0.588135593,0.139770788,0.044484213,0.037324149,0.013354249,0.007098114,0.005681128,0.003272692,0.97979798,0.99201726,0.847058824,0.776930335,2p1c,0.888121202,0.841085254,0.30790833,0.722283899,0.874676237,0.775559286,0.857599787,0.87955275,0.599920099,1,1,471
2118,OHIO,OH,PICKAWAY,0.005843,0.999223608,0.647040102,Very Low,0.65028746,0.735738905,0.755299988,Relatively High,0.418163852,PICKAWAY,0.755684245,0.8,0.069677446,0.817460317,0.766583799,0.507320777,0.984574248,0.740403819,0.272877911,0.629194631,0.638888889,0.569491525,0.154791514,0.08105225,0.069066665,0.023099678,0.013486416,0.011969503,0.010218813,0.96969697,0.965695793,0.823529412,0.936240453,2p1c,0.858321775,0.881782956,0.288090162,0.740507489,0.859169623,0.780560323,0.883868456,0.87845101,0.599833845,1,1,472
2959,VIRGINIA,VA,WYTHE,0.002819907,0.999732291,0.915340547,Very Low,0.845433742,0.624034008,0.412200012,Relatively Moderate,0.275342506,WYTHE,0.71300813,0.75,0.073358133,0.865079365,0.649388968,0.462221108,0.98305316,0.786373068,0.272746554,0.604026846,0.625,0.53220339,0.191758108,0.056273013,0.045754433,0.019840431,0.004312104,0.0038324,0.004808853,0.95959596,0.9600863,0.841176471,0.941743302,2p1c,0.893205068,0.870155018,0.350662,0.871276452,0.887640992,0.854276259,0.897411222,0.947944912,0.599827876,1,1,473
365,FLORIDA,FL,LAKE,0.038276182,0.980762684,0.047740293,Relatively Moderate,0.419562268,0.648690942,0.480900002,Relatively Moderate,0.8201876,LAKE,0.83756993,0.76,0.1009683,0.798941799,0.832369942,0.581653403,0.965596975,0.787055397,0.188979987,0.924496644,0.898148148,0.879661017,0.24818337,0.095339568,0.079521066,0.029076189,0.136869377,0.137979893,0.148473343,0.95959596,0.971521036,0.835294118,0.815566238,2p1c,0.683980573,0.773255804,0.392057671,0.690217893,0.66912422,0.729888917,0.849281561,0.754810715,0.599789976,1,1,474
1441,MISSISSIPPI,MS,ITAWAMBA,0.002374459,0.999289801,0.679503501,Very Low,0.844789357,0.615618191,0.381899986,Relatively Low,0.742890196,ITAWAMBA,0.39408289,0.72,0.028904628,0.822751323,0.610972491,0.470534721,0.996685066,0.814666445,0.063499861,0.771812081,0.771604938,0.711864407,0.229943916,0.041549626,0.038797376,0.014048987,0.002360123,0.002401997,0.003169939,0.939393939,0.949946063,0.847058824,0.924619469,2p1c,0.896048765,0.897286794,0.351726873,0.667365924,0.898008043,0.967123324,0.921108524,0.955473594,0.599779411,1,1,475
791,INDIANA,IN,VERMILLION,0.001536632,0.999314552,0.692870783,Very Low,0.763876955,0.745312184,0.787699966,Relatively High,0.650799106,VERMILLION,0.555865017,0.78,0.101056927,0.804232804,0.745747342,0.505039239,0.98177496,0.761840795,0.195932379,0.610738255,0.62654321,0.545762712,0.159180688,0.033296745,0.026216587,0.009582393,0.001100208,0.002577424,0.002214333,0.888888889,0.943257821,0.776470588,0.924635396,2p1c,0.904313969,0.889534913,0.396253268,0.740507489,0.903322189,0.735797442,0.88669167,0.911240476,0.599775658,1,1,476
832,IOWA,IA,EMMET,0.000931874,0.999352642,0.711330363,Very Low,0.872120414,0.730340057,0.741600037,Relatively High,0.219148002,EMMET,0.797400937,0.76,0.110883267,0.857142857,0.734515357,0.572898626,0.978519597,0.798282397,0.344482318,0.521812081,0.541666667,0.457627119,0.183467447,0.035443627,0.02633629,0.010647267,0.002129434,0.001578841,0.001207351,0.97979798,0.963969795,0.835294118,0.903090446,2p1c,0.90770792,0.808139515,0.284578388,0.763352504,0.883093146,0.868001612,0.869638828,0.913337812,0.599771673,1,1,477
868,IOWA,IA,MONROE,0.000750876,0.99947773,0.783895608,Very Low,0.963388829,0.721656615,0.712300034,Relatively High,0.178584262,MONROE,0.698429458,0.88,0.090542523,0.835978836,0.657036066,0.529465794,0.985154741,0.860685802,0.086841758,0.593959732,0.611111111,0.527118644,0.167471348,0.028831025,0.040464722,0.010416667,0.000958245,0.000890628,0.001248452,0.919191919,0.937432578,0.852941176,0.893317241,2p1c,0.907423551,0.875968987,0.235394085,0.821667981,0.902270004,0.866723793,0.881900662,0.928897382,0.599744722,1,1,478
1380,MINNESOTA,MN,OLMSTED,0.016233331,0.996142028,0.195735201,Relatively Low,0.080777793,0.906000727,0.993000031,Very High,0.942301576,OLMSTED,0.871603407,0.95,0.398401815,0.886243386,0.83365617,0.671258549,0.949403253,0.726110335,0.758392847,0.501677852,0.521604938,0.438983051,0.17815167,0.082451584,0.0697868,0.024010329,0.037761965,0.03183321,0.022261497,0.97979798,0.987055016,0.894117647,0.903772331,2p1c,0.82283441,0.761627926,0.383172655,0.573444168,0.792385982,0.412641697,0.704429146,0.689628496,0.59971727,1,1,479
2482,TENNESSEE,TN,HUMPHREYS,0.001888933,0.999032013,0.564926798,Very Low,0.602371542,0.660567259,0.518800011,Relatively Moderate,0.788641564,HUMPHREYS,0.668193786,0.74,0.026899762,0.854497354,0.663463033,0.435122684,0.999302422,0.816363157,0.102369668,0.724832215,0.733024691,0.659322034,0.239014874,0.063416415,0.057389925,0.022802982,0.003069934,0.00309021,0.004320775,0.949494949,0.953398058,0.823529412,0.884428863,2p1c,0.90799229,0.843023241,0.33194086,0.661705192,0.893348138,0.878598539,0.967351449,0.939009648,0.599663617,1,1,480
2916,VIRGINIA,VA,NORTHAMPTON,0.001214414,0.997338815,0.265436028,Relatively Low,0.120776249,0.793345375,0.8975,Very High,0.939611876,NORTHAMPTON,0.465640775,0.84,0.185299369,0.873015873,0.670203956,0.478784738,0.986884542,0.66962579,0.106660153,0.701342282,0.669753086,0.679661017,0.207412826,0.123470411,0.098742112,0.03377779,0.002839245,0.003252142,0.005271243,0.919191919,0.944983819,0.811764706,0.906007723,2p1c,0.886095827,0.872093005,0.404573781,0.871276452,0.881714781,0.827706795,0.89603886,0.946243197,0.599613774,1,1,481
1215,MARYLAND,MD,GARRETT,0.002871378,0.99972099,0.908338638,Very Low,0.962121212,0.667056218,0.538199997,Relatively Moderate,0.121541502,GARRETT,0.578698882,0.77,0.084022022,0.912698413,0.675128511,0.567435059,0.992904267,0.831939994,0.136325766,0.543624161,0.558641975,0.486440678,0.20209705,0.111736184,0.11257288,0.031742045,0.008109595,0.008460968,0.012700305,0.939393939,0.953182309,0.882352941,0.868452794,2p1c,0.895480025,0.887596918,0.244809346,0.96603911,0.894712928,0.79247914,0.89898813,0.93542533,0.59960104,1,1,482
750,INDIANA,IN,KNOX,0.003619556,0.998015085,0.338319542,Relatively Low,0.250988142,0.744002784,0.785199966,Relatively High,0.639886578,KNOX,0.622484979,0.79,0.124560174,0.804232804,0.729081437,0.489197475,0.969377208,0.676524483,0.339975746,0.659395973,0.669753086,0.598305085,0.204437942,0.035810193,0.030117267,0.013448252,0.005252604,0.004965927,0.004932157,0.96969697,0.97583603,0.841176471,0.969972694,2p1c,0.89974557,0.916666645,0.415473375,0.830779747,0.906931605,0.833617605,0.926541476,0.965677382,0.5996,1,1,483
990,KANSAS,KS,SHERMAN,0.000585869,0.999355991,0.712603437,Very Low,0.611932995,0.680315231,0.580499992,Relatively Moderate,0.388067005,SHERMAN,0.785388898,0.6,0.058441784,0.875661376,0.842178291,0.578263638,0.995732296,0.682824311,0.507676734,0.617449664,0.691358025,0.488135593,0.07485979,0.02705766,0.024651722,0.01177383,0.000319415,0.000377842,0.000375049,0.949494949,0.972384035,0.876470588,0.869540564,2p1c,0.880692804,0.872093005,0.420059143,0.679523965,0.876788826,0.909816553,0.903660732,0.937303756,0.599592884,1,1,484
2100,OHIO,OH,LORAIN,0.031266141,0.997343052,0.265754297,Relatively Low,0.114085519,0.831796175,0.955400009,Very High,0.840280273,LORAIN,0.950457561,0.76,0.088968179,0.854497354,0.741248281,0.547744643,0.968667432,0.756837943,0.529942741,0.590604027,0.577160494,0.559322034,0.148402829,0.058900755,0.048291597,0.02075255,0.064486363,0.054557722,0.032377557,0.97979798,0.989212513,0.794117647,0.92190964,2p1c,0.865412438,0.794573664,0.37400644,0.776954611,0.840644964,0.582280831,0.845267367,0.828158043,0.599537042,1,1,485
781,INDIANA,IN,SPENCER,0.001971387,0.999127103,0.604073838,Very Low,0.600189036,0.724115157,0.722799988,Relatively High,0.498023715,SPENCER,0.487430591,0.88,0.060905148,0.822751323,0.614068982,0.555341148,0.993533069,0.834194418,0.124381625,0.667785235,0.677469136,0.603389831,0.227310412,0.056243153,0.04564451,0.019630393,0.003087679,0.00265839,0.002039652,0.97979798,0.987918015,0.847058824,0.975513495,2p1c,0.907423551,0.866279043,0.222959763,0.830779747,0.89949342,0.824510543,0.892429745,0.919097156,0.599535655,1,1,486
906,KANSAS,KS,BROWN,0.000943367,0.999267798,0.668364099,Very Low,0.516318464,0.764193693,0.834199982,Very High,0.847016751,BROWN,0.600546908,0.7,0.145749043,0.825396825,0.695655711,0.469156225,0.994202748,0.774485703,0.000631048,0.632550336,0.662037037,0.550847458,0.169373324,0.032914219,0.029967584,0.010930744,0.001135698,0.001079549,0.001644052,0.909090909,0.941100324,0.852941176,0.90310014,2p1c,0.902020527,0.823643428,0.347255456,0.737839442,0.882350458,0.909816553,0.904574251,0.938453782,0.59951987,1,1,487
2567,TEXAS,TX,CARSON,0.000573176,0.998372429,0.39401655,Relatively Low,0.47826087,0.713931155,0.688399963,Relatively High,0.960474308,CARSON,0.605131738,0.81,0.072705451,0.875661376,0.638985052,0.449312247,0.993732882,0.809614034,0.366109867,0.733221477,0.782407407,0.622033898,0.093830773,0.046803309,0.040136866,0.015554498,0.000993736,0.001079549,0.001335793,0.939393939,0.96806904,0.841176471,0.95259333,2p1c,0.879196782,0.866279043,0.154516242,0.713908543,0.873758939,0.793778969,0.926599845,0.875723421,0.599441824,1,1,488
2076,OHIO,OH,FAIRFIELD,0.015872435,0.998713497,0.464353915,Relatively Low,0.365073662,0.779420173,0.868899994,Very High,0.70337765,FAIRFIELD,0.842217202,0.82,0.096254553,0.814814815,0.830354983,0.557100146,0.964736083,0.762171838,0.417364603,0.61409396,0.625,0.552542373,0.154547671,0.083978857,0.068915706,0.024724161,0.037850691,0.031549828,0.022651959,0.97979798,0.973894283,0.835294118,0.909281924,2p1c,0.812847774,0.852713192,0.328453055,0.762375786,0.809381022,0.582280831,0.820312794,0.793686931,0.599422511,1,1,489
